,AM1,AM2,AM3,AM4,AM5,AM6,CD1,CD2,CD3,CD4,CD5,CD6,BU1,BU2,BU3,BU4,BU5,BU6,Rur,sex,Pub,pro_an,pro_cd,pro_bu,Mat
3535,2,2,2,2,NA,2,NA,1,1,NA,1,1,1,1,1,1,2,4,1,F,1,2,1,1.666666667,337.3201
3536,NA,2,2,2,3,3,3,NA,3,4,4,3,1,1,1,1,2,2,0,F,1,2.4,3.4,1.333333333,428.3716
3537,2,1,NA,3,3,1,2,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,0,F,1,2,2.5,NA,401.3073
3538,4,4,4,NA,4,4,1,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,0,F,1,4,1.75,NA,340.764
3539,1,1,NA,1,1,1,3,3,NA,NA,4,4,1,1,1,1,1,1,0,F,0,1,3.5,1,493.338
3540,4,2,3,3,NA,2,4,NA,NA,4,3,4,1,1,1,1,1,1,0,M,1,2.8,3.75,1,359.7931
3541,4,4,4,4,NA,4,NA,3,3,3,4,3,1,1,1,1,1,2,0,M,1,4,3.2,1.166666667,371.869
3542,2,3,NA,4,2,3,NA,3,3,1,NA,1,1,1,2,1,1,1,1,M,1,2.8,2,1.166666667,325.0209
3543,4,3,2,2,4,NA,2,3,3,4,NA,NA,2,1,4,1,1,1,0,F,1,3,3,1.666666667,442.8257
3544,1,2,NA,1,1,1,3,1,NA,2,4,NA,1,1,1,1,1,1,0,F,1,1.2,2.5,1,288.7633
3545,1,3,NA,2,4,3,NA,3,3,4,4,NA,1,1,1,1,1,1,0,F,1,2.6,3.5,1,416.7938
3546,3,3,NA,3,3,3,3,4,NA,4,3,3,1,1,1,1,1,1,1,F,1,3,3.4,1,462.2715
3547,3,3,2,2,3,NA,NA,3,4,4,4,4,1,1,1,1,1,2,1,F,1,2.6,3.8,1.166666667,348.8013
3548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,0,NA,NA,NA,408.7486
3549,2,1,NA,2,1,1,3,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,0,M,1,1.4,3,NA,513.8671
3550,4,1,NA,NA,4,4,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,M,1,3.25,1,NA,372.1313
3551,3,3,NA,2,3,4,3,3,4,3,NA,4,2,1,1,1,1,2,0,F,1,3,3.4,1.333333333,371.7141
3552,4,3,NA,3,4,3,1,NA,4,NA,1,4,1,1,1,1,1,1,0,F,1,3.4,2.5,1,336.6782
3553,2,2,2,NA,2,2,4,4,NA,4,4,4,1,1,1,1,1,1,0,F,1,2,4,1,457.9053
3554,4,4,4,NA,4,2,4,NA,3,4,4,NA,1,1,1,1,1,1,0,M,1,3.6,3.75,1,343.0105
3555,3,NA,3,2,3,4,3,2,NA,4,4,NA,2,1,1,1,1,1,0,M,1,3,3.25,1.166666667,424.5956
3556,2,NA,2,2,4,2,NA,4,NA,4,3,4,1,1,1,1,1,1,0,F,1,2.4,3.75,1,398.1826
3557,1,1,NA,1,4,1,2,1,1,1,NA,NA,1,1,1,1,1,2,0,F,1,1.6,1.25,1.166666667,419.0117
3558,2,2,2,3,NA,1,3,2,3,3,3,NA,1,3,1,1,1,3,0,M,1,2,2.8,1.666666667,377.4322
3559,4,NA,3,4,4,3,3,3,NA,3,NA,3,2,2,1,1,1,1,1,M,1,3.6,3,1.333333333,347.3043
3560,NA,3,3,3,3,3,2,3,NA,2,4,4,1,1,1,1,1,1,0,F,1,3,3,1,295.3057
3561,2,1,2,2,2,NA,NA,4,NA,4,4,4,NA,NA,NA,NA,NA,3,0,M,1,1.8,4,3,297.0573
3562,3,3,3,3,3,NA,4,NA,3,3,NA,2,NA,NA,NA,NA,NA,NA,0,F,0,3,3,NA,413.9086
3563,4,4,4,4,4,NA,4,3,NA,NA,2,4,1,1,1,1,1,3,0,F,0,4,3.25,1.333333333,374.532
3564,4,NA,3,3,4,4,NA,3,NA,3,3,2,1,1,1,1,1,1,0,F,1,3.6,2.75,1,416.0819
3565,2,2,2,NA,3,2,3,3,4,4,NA,NA,1,1,1,1,1,2,0,M,1,2.2,3.5,1.166666667,440.5218
3566,2,NA,2,2,4,4,2,3,3,NA,NA,3,1,2,2,1,1,2,0,M,1,2.8,2.75,1.5,411.397
3567,3,3,3,2,NA,3,4,4,3,4,NA,3,1,1,1,1,2,1,1,F,1,2.8,3.6,1.166666667,330.0014
3568,4,2,NA,2,4,4,3,3,3,4,NA,NA,1,1,1,1,1,1,1,F,1,3.2,3.25,1,427.1533
3569,3,3,4,4,4,NA,3,NA,2,3,4,1,NA,NA,NA,NA,NA,NA,0,M,1,3.6,2.6,NA,395.9169
3570,4,3,2,2,4,NA,4,4,4,NA,NA,3,1,1,1,1,1,1,1,F,1,3,3.75,1,348.4504
3571,3,2,2,2,NA,2,4,4,4,4,4,NA,1,1,1,1,1,1,1,M,1,2.2,4,1,417.1576
3572,1,1,1,1,4,NA,3,4,4,NA,NA,3,1,1,1,1,1,2,1,M,1,1.6,3.5,1.166666667,437.2377
3573,NA,2,2,2,3,3,NA,3,3,NA,4,2,1,1,1,1,1,1,0,M,1,2.4,3,1,431.3352
3574,4,2,3,2,4,NA,NA,NA,4,4,3,3,2,1,1,1,2,4,1,M,1,3,3.5,1.833333333,363.3923
3575,2,2,NA,2,4,4,NA,4,4,4,NA,3,1,1,1,1,1,2,0,M,1,2.8,3.75,1.166666667,357.1951
3576,4,NA,4,4,4,4,NA,1,1,NA,1,1,1,1,1,1,1,1,1,M,1,4,1,1,303.5497
3577,1,NA,1,1,1,4,2,NA,NA,3,2,4,1,3,1,2,2,1,0,M,1,1.6,2.75,1.666666667,418.0763
3578,4,4,3,4,4,NA,NA,NA,3,3,3,4,1,1,1,1,1,2,0,F,1,3.8,3.25,1.166666667,334.4862
3579,NA,3,3,3,3,3,3,2,NA,3,NA,3,2,1,1,1,1,3,0,F,0,3,2.75,1.5,387.7005
3580,3,2,3,NA,2,3,4,4,4,4,NA,NA,1,1,1,2,2,2,1,M,1,2.6,4,1.5,324.48
3581,2,2,NA,2,4,4,NA,3,4,3,4,NA,1,2,1,1,1,1,0,M,1,2.8,3.5,1.166666667,391.1677
3582,NA,3,4,3,4,3,NA,3,3,NA,3,2,1,1,1,1,1,1,0,F,1,3.4,2.75,1,355.7831
3583,1,1,2,2,2,NA,NA,4,4,3,4,NA,1,1,1,1,2,1,0,M,0,1.6,3.75,1.166666667,515.8331
3584,3,NA,2,2,4,4,2,3,NA,1,NA,3,3,1,2,1,2,2,0,F,1,3,2.25,1.833333333,412.212
3585,NA,3,3,3,3,3,NA,3,2,3,3,NA,1,2,1,1,1,1,0,M,0,3,2.75,1.166666667,421.5964
3586,2,1,1,1,4,NA,4,4,4,3,NA,NA,1,1,1,1,1,1,1,M,1,1.8,3.75,1,432.9422
3587,1,2,2,3,NA,1,3,2,2,3,NA,NA,1,2,1,1,2,2,0,F,1,1.8,2.5,1.5,383.1615
3588,4,4,NA,4,4,4,NA,2,4,3,3,2,2,4,1,1,1,3,0,M,1,4,2.8,2,372.287
3589,4,3,3,2,NA,3,NA,NA,3,3,4,4,1,2,1,1,1,1,1,F,1,3,3.5,1.166666667,285.0632
3590,3,2,1,1,4,NA,NA,4,4,3,2,3,2,3,1,1,1,2,0,M,0,2.2,3.2,1.666666667,525.5444
3591,4,NA,3,3,3,3,3,3,3,3,NA,NA,1,1,1,1,1,1,1,M,1,3.2,3,1,311.0248
3592,NA,3,3,3,3,3,NA,2,2,NA,3,3,2,1,1,1,1,1,1,M,1,3,2.5,1.166666667,363.8214
3593,NA,NA,NA,NA,NA,NA,3,3,3,4,NA,NA,1,1,1,1,1,1,0,M,1,NA,3.25,1,412.0907
3594,1,NA,2,2,2,2,NA,4,4,4,3,NA,1,1,1,1,1,1,0,M,1,1.8,3.75,1,448.5255
3595,3,3,2,2,4,NA,3,NA,3,NA,3,3,2,2,1,1,1,1,0,M,1,2.8,3,1.333333333,471.0359
3596,NA,2,2,3,3,3,3,NA,4,3,3,NA,1,1,1,1,1,1,0,F,1,2.6,3.25,1,412.6516
3597,2,2,NA,3,4,4,3,3,4,NA,2,1,1,1,1,1,1,1,1,M,1,3,2.6,1,374.4828
3598,1,1,1,1,3,NA,3,NA,NA,4,3,3,1,1,1,1,1,1,0,F,1,1.4,3.25,1,475.9322
3599,4,2,4,2,NA,4,4,NA,4,4,NA,3,1,1,1,1,1,1,0,M,0,3.2,3.75,1,545.7433
3600,NA,2,2,2,3,3,4,NA,4,4,4,4,1,1,1,1,1,1,1,F,1,2.4,4,1,349.0107
3601,NA,3,3,3,1,1,NA,4,4,4,4,NA,1,1,1,1,1,1,1,M,1,2.2,4,1,407.1378
3602,3,2,2,2,4,NA,3,3,NA,NA,3,2,1,1,1,1,1,1,0,F,1,2.6,2.75,1,362.1588
3603,4,4,4,NA,4,4,3,1,NA,3,NA,4,4,3,3,2,2,4,0,F,1,4,2.75,3,369.5199
3604,4,4,4,4,4,NA,NA,3,3,NA,4,4,1,1,1,1,2,2,0,F,0,4,3.5,1.333333333,389.047
3605,2,2,NA,2,3,3,3,3,3,NA,NA,3,1,1,1,1,1,1,1,F,1,2.4,3,1,411.8904
3606,NA,NA,NA,NA,NA,NA,2,1,1,1,4,NA,1,3,1,1,1,1,0,M,1,NA,1.8,1.333333333,384.3489
3607,1,NA,1,1,1,1,NA,2,2,2,2,NA,1,1,1,1,1,1,0,F,1,1,2,1,417.6422
3608,4,4,1,3,NA,4,1,3,NA,4,4,NA,1,2,1,1,1,3,0,F,1,3.2,3,1.5,465.0614
3609,2,2,2,2,NA,2,3,4,4,4,3,NA,1,1,1,1,1,1,0,F,1,2,3.6,1,373.8923
3610,4,NA,3,2,4,4,2,NA,NA,3,4,4,1,1,1,1,1,2,1,M,1,3.4,3.25,1.166666667,439.193
3611,3,NA,3,3,3,2,3,3,4,3,NA,4,1,1,1,1,2,1,0,F,1,2.8,3.4,1.166666667,311.0628
3612,NA,3,2,1,3,1,4,4,NA,NA,4,4,1,1,1,1,1,1,0,M,1,2,4,1,354.4698
3613,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,F,1,2.4,NA,1.666666667,340.6122
3614,4,4,4,4,NA,4,3,3,4,2,NA,4,1,3,1,1,1,2,0,M,1,4,3.2,1.5,411.285
3615,2,2,NA,2,3,3,4,4,4,4,NA,3,1,2,1,1,1,2,0,M,0,2.4,3.8,1.333333333,388.8114
3616,2,3,NA,2,4,4,2,2,NA,3,3,NA,2,3,1,1,1,2,0,M,1,3,2.5,1.666666667,514.8854
3617,4,3,3,3,NA,4,3,3,3,NA,4,NA,4,1,1,1,1,4,0,M,1,3.4,3.25,2,420.7952
3618,4,4,4,NA,4,4,4,4,4,NA,4,4,1,1,1,1,1,1,0,F,1,4,4,1,350.6498
3619,3,2,2,NA,4,2,NA,3,4,NA,4,4,1,1,1,1,1,1,1,F,1,2.6,3.75,1,419.6052
3620,1,1,NA,1,4,4,2,NA,2,2,3,3,1,1,1,1,1,1,0,M,1,2.2,2.4,1,388.7527
3621,1,1,1,NA,2,1,3,NA,3,NA,4,4,1,1,1,1,1,2,1,M,1,1.2,3.5,1.166666667,421.8045
3622,2,2,2,NA,2,2,3,3,NA,3,3,NA,1,1,1,1,1,1,0,F,1,2,3,1,408.315
3623,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,F,1,NA,2,1,273.4012
3624,NA,3,3,4,4,4,3,2,NA,2,3,1,1,3,1,3,1,3,0,M,1,3.6,2.2,2,395.0546
3625,2,2,2,NA,3,2,NA,3,NA,4,2,3,1,1,1,1,1,1,0,M,1,2.2,3,1,408.5125
3626,3,NA,2,3,3,1,3,NA,4,3,2,2,4,4,4,4,4,4,1,M,1,2.4,2.8,4,321.4026
3627,3,3,4,3,NA,4,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,M,0,3.4,2,NA,552.7766
3628,1,NA,1,1,1,1,2,NA,2,2,2,2,2,2,1,1,1,1,1,M,1,1,2,1.333333333,500.9801
3629,4,4,4,NA,4,4,3,3,NA,NA,4,3,2,2,1,2,1,2,0,F,1,4,3.25,1.666666667,411.4091
3630,NA,3,2,3,3,2,2,3,NA,3,2,NA,1,4,1,1,1,2,1,M,1,2.6,2.5,1.666666667,355.9708
3631,2,2,2,2,4,NA,3,3,NA,3,NA,3,1,1,1,1,1,1,0,M,1,2.4,3,1,478.2164
3632,NA,1,2,2,4,1,NA,2,3,NA,1,3,1,1,1,2,1,2,0,M,1,2,2.25,1.333333333,376.9293
3633,3,NA,3,3,3,3,3,3,NA,3,2,NA,1,1,1,1,1,1,0,M,1,3,2.75,1,394.9466
3634,NA,1,1,1,1,1,NA,NA,1,1,1,1,2,1,1,1,1,2,0,M,0,1,1,1.333333333,418.0207
3635,4,3,NA,2,3,1,3,NA,NA,2,2,1,4,4,4,3,3,4,1,M,1,2.6,2,3.666666667,304.494
3636,4,2,3,NA,4,4,2,3,2,2,NA,2,2,3,2,2,1,1,0,M,1,3.4,2.2,1.833333333,392.9292
3637,4,4,3,2,NA,4,3,3,NA,3,2,NA,2,2,2,1,1,1,0,M,1,3.4,2.75,1.5,398.3492
3638,4,4,3,4,4,NA,NA,3,NA,3,3,4,NA,NA,NA,NA,NA,NA,0,M,1,3.8,3.25,NA,385.2139
3639,2,2,NA,2,1,1,3,2,NA,NA,2,2,1,1,1,2,1,1,1,F,1,1.6,2.25,1.166666667,402.6667
3640,NA,3,2,3,3,3,NA,NA,3,4,3,3,1,1,1,1,1,1,0,M,1,2.8,3.25,1,369.666
3641,NA,2,2,2,4,3,NA,2,3,3,3,NA,2,1,1,1,1,1,0,F,1,2.6,2.75,1.166666667,415.9287
3642,4,4,NA,4,4,4,NA,4,NA,4,4,4,1,1,1,1,1,1,0,F,1,4,4,1,340.4929
3643,2,2,2,NA,2,2,1,NA,4,NA,4,2,1,1,1,1,1,1,0,F,1,2,2.75,1,347.8198
3644,2,2,2,2,NA,2,NA,4,4,NA,4,3,1,1,1,1,1,1,1,M,1,2,3.75,1,385.7024
3645,1,3,4,NA,2,1,3,3,NA,2,NA,1,3,2,3,2,3,2,1,M,1,2.2,2.25,2.5,292.8474
3646,2,3,NA,2,4,3,4,4,4,NA,NA,3,1,1,1,1,1,1,0,F,0,2.8,3.75,1,429.2165
3647,4,4,NA,4,4,4,NA,4,NA,4,1,4,1,1,1,1,1,1,0,M,1,4,3.25,1,364.0188
3648,4,4,NA,4,1,1,4,NA,4,4,NA,3,2,3,1,1,1,2,0,M,0,2.8,3.75,1.666666667,514.6397
3649,3,NA,4,4,4,4,3,3,4,NA,3,NA,1,1,2,1,1,3,0,F,1,3.8,3.25,1.5,365.2635
3650,NA,4,4,4,3,4,2,NA,1,1,NA,1,1,1,1,1,1,1,0,F,1,3.8,1.25,1,354.4553
3651,NA,2,2,2,3,2,4,NA,4,NA,4,4,1,1,1,1,1,2,1,F,1,2.2,4,1.166666667,361.2584
3652,3,NA,3,3,4,2,3,4,3,NA,2,2,2,1,1,1,2,1,0,M,1,3,2.8,1.333333333,389.8806
3653,NA,2,1,1,2,3,4,NA,3,2,2,3,2,2,1,1,1,1,0,F,1,1.8,2.8,1.333333333,423.7637
3654,4,NA,4,4,4,4,1,1,NA,NA,1,1,4,4,NA,2,1,4,0,M,1,4,1,3,390.3766
3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,350.8865
3656,3,NA,3,3,1,1,2,NA,4,2,NA,1,1,1,1,1,1,1,0,F,1,2.2,2.25,1,305.0754
3657,4,3,3,3,NA,4,3,3,4,NA,3,NA,1,1,1,1,1,1,0,F,1,3.4,3.25,1,349.1161
3658,4,2,NA,3,4,4,3,3,4,NA,NA,1,1,1,1,1,1,2,0,M,1,3.4,2.75,1.166666667,404.89
3659,3,NA,4,3,3,4,NA,3,4,4,NA,3,1,1,1,1,1,1,1,F,1,3.4,3.5,1,347.0665
3660,NA,1,1,1,4,4,3,1,4,1,4,NA,1,1,1,1,1,1,0,M,1,2.2,2.6,1,331.951
3661,NA,1,2,1,2,1,1,2,2,NA,2,NA,2,3,2,2,NA,3,0,M,1,1.4,1.75,2.4,330.2071
3662,4,2,NA,4,4,4,4,4,4,NA,4,NA,1,1,1,1,1,1,0,M,1,3.6,4,1,379.0312
3663,2,2,2,2,NA,2,NA,2,NA,3,2,2,4,4,3,1,1,4,0,M,1,2,2.25,2.833333333,400.6063
3664,2,2,2,2,2,NA,2,1,2,NA,4,NA,1,1,1,1,1,1,0,F,1,2,2.25,1,402.8223
3665,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,2,NA,1,1,1,M,1,NA,1,1.25,352.6565
3666,NA,3,2,2,4,3,2,2,3,NA,3,1,4,3,1,1,1,3,1,M,1,2.8,2.2,2.166666667,446.6783
3667,3,NA,3,2,3,3,NA,3,4,NA,4,4,1,1,1,1,1,1,0,F,1,2.8,3.75,1,457.8142
3668,1,1,1,1,NA,1,3,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,0,M,0,1,3.6,NA,312.3993
3669,3,3,4,NA,4,3,NA,3,4,NA,3,2,1,1,1,1,1,2,0,F,1,3.4,3,1.166666667,378.3601
3670,1,1,2,2,1,NA,3,3,NA,3,2,3,NA,NA,NA,NA,NA,NA,1,M,1,1.4,2.8,NA,430.2143
3671,NA,3,3,2,4,4,3,4,4,NA,NA,4,2,1,1,1,1,2,0,F,1,3.2,3.75,1.333333333,270.6934
3672,3,3,3,NA,3,3,4,NA,4,1,4,3,4,3,1,1,1,1,0,F,1,3,3.2,1.833333333,343.4228
3673,NA,3,3,3,4,3,3,4,3,3,NA,NA,1,1,1,1,1,1,0,F,1,3.2,3.25,1,386.8866
3674,2,2,NA,3,1,2,NA,3,NA,4,4,3,1,1,1,1,1,1,0,M,1,2,3.5,1,416.6492
3675,1,1,1,1,NA,2,3,NA,1,1,1,1,1,1,1,1,1,1,1,M,1,1.2,1.4,1,328.9088
3676,2,NA,2,2,2,2,3,NA,4,3,4,4,1,1,1,1,1,1,0,M,1,2,3.6,1,455.1433
3677,2,NA,1,2,4,3,NA,3,3,4,3,3,1,4,2,1,1,4,1,F,1,2.4,3.2,2.166666667,417.6689
3678,4,4,4,NA,4,4,1,NA,1,3,1,1,1,1,1,1,1,1,1,M,1,4,1.4,1,357.4287
3679,3,1,1,3,NA,2,4,NA,3,NA,3,3,1,1,1,1,1,1,0,M,1,2,3.25,1,452.9523
3680,3,NA,3,2,4,4,4,NA,4,4,4,4,2,1,1,1,1,2,0,F,1,3.2,4,1.333333333,382.8754
3681,3,NA,2,3,4,4,NA,3,4,3,4,4,1,1,1,1,1,1,1,M,1,3.2,3.6,1,301.5102
3682,2,2,NA,2,4,2,3,NA,3,3,3,4,2,2,1,1,1,1,0,M,0,2.4,3.2,1.333333333,448.6245
3683,1,1,1,NA,1,1,4,4,NA,4,4,NA,1,1,1,1,1,1,0,M,0,1,4,1,407.2785
3684,3,NA,2,2,4,4,NA,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,0,M,1,3,3,NA,366.4337
3685,4,4,4,4,4,NA,NA,NA,4,3,3,1,4,1,1,1,1,2,1,F,1,4,2.75,1.666666667,305.7257
3686,1,1,NA,1,1,1,4,3,NA,4,NA,4,1,1,1,1,1,1,0,F,1,1,3.75,1,396.4987
3687,3,2,NA,2,3,3,3,3,2,NA,3,NA,1,1,1,1,1,1,0,M,1,2.6,2.75,1,424.0556
3688,NA,2,3,3,3,4,3,3,NA,4,4,NA,1,1,1,1,1,2,1,M,1,3,3.5,1.166666667,373.0024
3689,NA,3,3,4,4,4,NA,3,4,NA,3,4,2,2,1,1,2,2,0,M,1,3.6,3.5,1.666666667,340.3542
3690,4,2,3,NA,4,1,2,2,2,4,2,NA,2,1,1,1,1,2,0,F,0,2.8,2.4,1.333333333,362.1815
3691,3,4,NA,4,4,4,3,4,4,NA,3,NA,1,1,1,1,1,1,1,M,1,3.8,3.5,1,375.8614
3692,3,3,NA,3,3,3,2,NA,3,NA,3,2,1,1,1,1,1,1,0,F,1,3,2.5,1,308.0008
3693,2,2,NA,3,1,4,NA,4,1,3,NA,2,NA,NA,NA,NA,NA,NA,0,F,1,2.4,2.5,NA,293.489
3694,1,1,NA,1,1,1,4,3,3,NA,NA,4,2,1,1,1,1,2,0,F,0,1,3.5,1.333333333,475.6513
3695,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,F,1,NA,1.5,NA,295.6751
3696,2,2,NA,2,4,4,NA,2,3,3,4,4,2,1,NA,1,2,4,0,M,1,2.8,3.2,2,474.5114
3697,NA,3,2,3,3,3,NA,1,3,3,2,4,1,1,1,1,1,1,1,F,1,2.8,2.6,1,278.9764
3698,3,1,1,NA,4,2,2,1,NA,3,3,2,1,1,1,1,1,1,0,M,1,2.2,2.2,1,405.0872
3699,NA,3,4,4,4,4,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,0,F,0,3.8,2,NA,468.628
3700,4,4,4,2,4,NA,NA,2,3,1,4,4,1,1,1,1,1,2,0,F,1,3.6,2.8,1.166666667,331.6812
3701,NA,3,3,3,NA,NA,1,1,NA,2,2,NA,1,1,1,1,1,1,1,F,1,3,1.5,1,247.2585
3702,4,NA,4,4,4,4,2,2,NA,4,NA,2,1,1,1,1,1,1,0,M,1,4,2.5,1,341.8645
3703,1,1,NA,1,1,1,3,4,NA,3,3,NA,1,2,1,2,2,2,0,M,1,1,3.25,1.666666667,428.1726
3704,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,3,1,1,1,1,1,1,0,M,1,NA,3.25,1,288.9418
3705,1,1,NA,1,1,1,2,NA,4,2,NA,4,1,1,1,1,1,2,0,F,0,1,3,1.166666667,651.5341
3706,1,1,1,1,NA,3,NA,2,1,3,2,1,1,1,2,1,1,1,0,M,1,1.4,1.8,1.166666667,440.3434
3707,4,4,4,4,NA,4,4,NA,4,4,4,2,1,1,1,1,1,1,0,F,0,4,3.6,1,399.5251
3708,2,2,NA,2,4,3,4,3,3,NA,NA,3,1,1,1,1,1,1,0,M,1,2.6,3.25,1,474.8461
3709,NA,NA,NA,NA,NA,NA,3,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,1,F,1,NA,2.25,NA,308.1899
3710,4,NA,4,2,4,3,3,3,NA,NA,1,3,1,1,1,1,1,2,0,F,1,3.4,2.5,1.166666667,444.9504
3711,2,2,3,NA,3,2,NA,2,2,4,4,3,1,1,1,1,1,1,0,M,1,2.4,3,1,443.6055
3712,3,NA,NA,NA,NA,NA,2,4,4,3,NA,NA,1,1,1,1,1,1,0,F,1,3,3.25,1,332.5553
3713,2,NA,2,2,4,1,3,3,3,3,NA,NA,4,4,1,1,1,3,0,M,1,2.2,3,2.333333333,349.6075
3714,2,NA,3,3,3,3,NA,NA,4,4,2,4,2,1,1,1,1,2,1,F,1,2.8,3.5,1.333333333,472.0622
3715,3,3,NA,3,4,4,3,4,NA,4,4,NA,1,2,1,1,1,2,1,F,1,3.4,3.75,1.333333333,352.4358
3716,NA,4,4,3,4,4,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,0,F,0,3.8,2.5,NA,401.2183
3717,4,4,4,4,4,NA,NA,1,1,2,2,NA,1,1,1,1,1,1,0,F,1,4,1.5,1,331.9795
3718,4,3,3,3,4,NA,3,NA,3,3,NA,3,3,3,2,1,1,1,0,F,1,3.4,3,1.833333333,352.4802
3719,3,NA,2,3,3,3,3,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA,0,M,1,2.8,3,NA,362.3674
3720,4,2,3,3,4,NA,4,3,4,NA,NA,3,1,1,1,1,1,1,1,F,1,3.2,3.5,1,320.8655
3721,3,2,2,NA,3,2,NA,4,NA,NA,4,4,1,1,1,1,1,1,0,M,1,2.4,4,1,359.5668
3722,3,3,NA,3,3,3,NA,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,0,F,1,3,3.5,NA,256.6118
3723,4,2,2,2,4,NA,NA,NA,3,3,3,3,1,1,1,1,2,1,0,M,0,2.8,3,1.166666667,503.2584
3724,4,2,3,2,NA,2,3,4,NA,4,1,4,1,1,1,1,1,1,0,M,1,2.6,3.2,1,364.5574
3725,4,2,2,2,4,NA,NA,NA,1,1,1,1,4,4,4,4,4,4,1,F,1,2.8,1,4,366.3143
3726,3,1,2,3,3,NA,NA,3,NA,4,3,1,NA,NA,NA,NA,NA,NA,0,M,1,2.4,2.75,NA,416.2838
3727,3,3,3,3,4,NA,3,NA,4,3,3,NA,1,1,1,1,1,2,1,F,1,3.2,3.25,1.166666667,345.9483
3728,2,2,2,2,NA,3,3,1,NA,3,2,NA,2,3,2,3,1,1,1,F,1,2.2,2.25,2,459.9859
3729,3,3,1,1,1,NA,3,3,4,4,NA,NA,1,1,1,1,1,1,0,M,1,1.8,3.5,1,356.381
3730,3,NA,2,2,3,2,2,NA,4,2,3,4,1,4,1,1,2,3,0,M,0,2.4,3,2,452.9061
3731,NA,4,4,4,4,4,3,4,NA,NA,3,3,1,1,1,1,1,1,0,F,1,4,3.25,1,375.2636
3732,1,1,NA,2,3,2,2,1,3,NA,NA,2,1,2,1,1,2,2,0,M,1,1.8,2,1.5,490.5144
3733,4,NA,4,4,4,4,3,NA,4,4,NA,4,1,1,1,1,1,1,0,F,1,4,3.75,1,343.6591
3734,4,NA,4,4,4,4,NA,NA,4,4,3,3,2,1,1,1,1,2,0,F,1,4,3.5,1.333333333,394.9372
3735,4,2,4,4,NA,4,3,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,1,F,1,3.6,3,NA,313.3843
3736,NA,3,3,3,4,2,NA,3,4,NA,3,3,1,1,1,1,1,1,1,F,1,3,3.25,1,331.3399
3737,NA,1,1,1,3,1,3,NA,2,NA,4,4,1,1,1,1,1,1,0,F,1,1.4,3.25,1,432.615
3738,3,NA,2,2,3,3,3,NA,NA,4,4,3,1,1,1,1,1,1,0,F,1,2.6,3.5,1,367.8427
3739,3,NA,4,4,3,4,NA,NA,3,3,3,3,2,1,2,1,2,1,0,F,1,3.6,3,1.5,363.1539
3740,4,NA,4,4,4,4,3,NA,2,4,NA,3,2,3,1,1,1,1,0,F,1,4,3,1.5,302.9049
3741,3,2,2,NA,4,3,NA,3,NA,4,4,4,1,1,1,1,1,2,0,F,1,2.8,3.75,1.166666667,468.4402
3742,4,3,3,2,NA,2,3,4,NA,4,4,4,1,1,1,1,1,2,0,F,0,2.8,3.8,1.166666667,381.7309
3743,4,3,3,3,4,NA,3,3,4,2,NA,NA,2,2,1,3,2,4,1,F,1,3.4,3,2.333333333,340.4637
3744,3,2,3,NA,4,4,NA,1,1,2,4,NA,1,1,1,1,1,2,1,F,1,3.2,2,1.166666667,327.5703
3745,3,2,2,2,NA,1,3,NA,4,NA,3,3,1,1,1,1,1,1,1,M,1,2,3.25,1,363.5232
3746,3,3,3,3,NA,3,4,3,1,NA,3,4,1,1,1,1,3,4,1,F,1,3,3,1.833333333,314.9184
3747,3,3,4,3,NA,3,NA,1,1,1,NA,3,1,1,1,1,1,1,1,F,1,3.2,1.5,1,256.0644
3748,NA,1,1,1,3,1,3,2,4,NA,NA,3,1,1,1,1,1,1,0,M,1,1.4,3,1,391.2636
3749,NA,2,2,3,4,4,NA,3,NA,3,4,3,1,1,1,1,1,1,1,M,1,3,3.25,1,476.1498
3750,4,3,NA,3,4,3,NA,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,0,F,1,3.4,1.75,NA,305.4751
